product_code,liking,liking_free_text,meets_expectation,meets_expectation_free_text,product_improvement_free_text,liking_free_text_no_punc_tokenized_no_stop_lemm,meets_expectation_free_text_no_punc_tokenized_no_stop_lemm,product_improvement_free_text_no_punc_tokenized_no_stop_lemm,like_compound,meets_expectation_compound,prod_improve_compound
BBQ - Test 14,7,"It is not to thick. I like the more peanut and nuts taste with the hint of BBQ, but not to much of it",5,"I was figuring the BBQ would be overpowering, but it is not.  Not to salty but nice nut flavor","Actually not much.  I would like more sunflower seeds, but that's just me","['thick', 'like', 'peanut', 'nut', 'taste', 'hint', 'bbq', 'much']","['figure', 'bbq', 'would', 'overpower', 'salty', 'nice', 'nut', 'flavor']","['actually', 'much', 'would', 'like', 'sunflower', 'seed', 'thats']",-0.3263,0.5719,-0.1419
BBQ - Control (Texas BBQ),8,"Smoky flavor, not too salty, made of nuts, tastes healthy-ish",3,"This product was not quite as good as 623 or 802, but I still liked it a lot. I would say it met my expectations","Less crumbly, a little bit less hard","['smoky', 'flavor', 'salty', 'make', 'nut', 'taste', 'healthyish']","['product', 'quite', 'good', '623', '802', 'still', 'like', 'lot', 'would', 'say', 'met', 'expectation']","['less', 'crumbly', 'little', 'bit', 'less', 'hard']",-0.3182,0.4393,0.0404
BBQ - Test 13,8,"Great smoky flavor, doesn't taste too salty, heavy on the peanut flavor, product is a good size",4,I liked this product more than I thought I would - I think Nature Valley really nailed the smoky flavor,Make it stay together so there are not so many crumbs! It's the same thing I hate about the Nature Valley bars currently on the market,"['great', 'smoky', 'flavor', 'doesnt', 'taste', 'salty', 'heavy', 'peanut', 'flavor', 'product', 'good', 'size']","['liked', 'product', 'thought', 'would', 'think', 'nature', 'valley', 'really', 'nailed', 'smoky', 'flavor']","['make', 'stay', 'together', 'many', 'crumb', 'thing', 'hate', 'nature', 'valley', 'bar', 'currently', 'market']",0.7906,0.4215,-0.6114
BBQ - Test 14,8,"Smoky flavor, not too salty, nice crunch, seems healthy-ish",4,I quite liked this product. I think it had the best texture of the three and the taste was on par with the other two as well. Very tasty and better than I though a product like this would be,"Less crumbly, more of a cohesive texture that stays together (like a clif bar)","['smoky', 'flavor', 'salty', 'nice', 'crunch', 'seem', 'healthyish']","['quite', 'liked', 'product', 'think', 'best', 'texture', 'three', 'taste', 'par', 'two', 'well', 'tasty', 'well', 'though', 'product', 'like', 'would']","['less', 'crumbly', 'cohesive', 'texture', 'stay', 'together', 'like', 'clif', 'bar']",-0.3252,0.9332,0
BBQ - Control (Texas BBQ),6,not as bold with the smokey flavor,4,wasnt overbearing with the smokey,a little more sweetness,"['bold', 'smokey', 'flavor']","['wasnt', 'overbear', 'smokey']","['little', 'sweetness']",-0.2924,0,0.4964
BBQ - Test 13,7,crunchy and wholesome,5,you dont think of smokey with nature valley bar but they totally captured the taste,too smokey for me,"['crunchy', 'wholesome']","['dont', 'think', 'smokey', 'nature', 'valley', 'bar', 'totally', 'capture', 'taste']",['smokey'],0,0,0
BBQ - Test 14,8,this one had a good blend of smokey and a little sweet,5,considering the first two bars i thought this one would have been overly sweet with no smokey,nothing,"['one', 'good', 'blend', 'smokey', 'little', 'sweet']","['consider', 'first', 'two', 'bar', 'think', 'one', 'would', 'overly', 'sweet', 'smokey']",['nothing'],0.6815,0.2023,0
BBQ - Control (Texas BBQ),5,it's certainly  a little more mellow than the first one I tried but i think that also makes it not as memorable for me.,3,I expected it to be similar to the previous one but at the same time just more mild which isn't a bad thing but it doesn't make me want more than the previous.,the flavor should be a bit more intense and noticeable than it is.,"['certainly', 'little', 'mellow', 'first', 'one', 'tried', 'think', 'also', 'make', 'memorable']","['expect', 'similar', 'previous', 'one', 'time', 'mild', 'isnt', 'bad', 'thing', 'doesnt', 'make', 'want', 'previous']","['flavor', 'bit', 'intense', 'noticeable']",0.1779,0.5334,0.1513
BBQ - Test 13,8,"a rather nice burst of misquite flavoring, slightly smokey, but savory the way beef jerky would be",5,I think the notion of a savory BBQ bar sounded really at home with the flavors and style i feel nature valley is known for with their products.,i like the crunchiness but it's almost too close to the consistency of a cookie.,"['rather', 'nice', 'burst', 'misquite', 'flavor', 'slightly', 'smokey', 'savory', 'way', 'beef', 'jerky', 'would']","['think', 'notion', 'savory', 'bbq', 'bar', 'sound', 'really', 'home', 'flavor', 'style', 'feel', 'nature', 'valley', 'know', 'product']","['like', 'crunchiness', 'almost', 'close', 'consistency', 'cookie']",0.2263,0,0.1901
BBQ - Test 14,8,"I think it has a great balance between sweet and savory, which I didn't think you could do in bar form but works very well here.",5,"After the second one was rather in the middle, i didn't anticipate this being a leap ahead of that and the flavor just pop much more immediately and lingered longer than the second bar I tried.",Nothing,"['think', 'great', 'balance', 'sweet', 'savory', 'didnt', 'think', 'could', 'bar', 'form', 'work', 'well']","['second', 'one', 'rather', 'middle', 'didnt', 'anticipate', 'leap', 'ahead', 'flavor', 'pop', 'much', 'immediately', 'linger', 'long', 'second', 'bar', 'try']",['nothing'],0.7677,0,0
BBQ - Control (Texas BBQ),2,The nutty flavor of the product is overwhelming. Maybe its what they were going for but it kinda just tastes like BBQ chip flavored peanuts. I am not a fan.,2,I did not think I would like these bars because I'm not a huge fan of BBQ flavored food (other than actual BBQ) in general. These were even worse than I imagined though because of the nutty flavors and texture.,Texture was alright on this one but I did not like the heavy nutty flavor.,"['nutty', 'flavor', 'product', 'overwhelm', 'maybe', 'go', 'kinda', 'taste', 'like', 'bbq', 'chip', 'flavor', 'peanut', 'fan']","['think', 'would', 'like', 'bar', 'im', 'huge', 'fan', 'bbq', 'flavor', 'food', 'actual', 'bbq', 'general', 'even', 'bad', 'imagine', 'though', 'nutty', 'flavor', 'texture']","['texture', 'alright', 'one', 'like', 'heavy', 'nutty', 'flavor']",0.1056,-0.7983,-0.2881
BBQ - Test 13,1,I do not like anything about this product. The texture is weird and undesirable - like it's not crunchy enough or something. The BBQ flavor is very uninspired. The whole concept is confusing to me.,2,I am not typically a huge fan of BBQ flavored things (other than actual BBQ) so I was disappointed but not surprised that the flavor was pretty bad.,Change the texture to be more crispy. Change the flavor to be less faux BBQ and something more interesting.,"['like', 'anything', 'product', 'texture', 'weird', 'undesirable', 'like', 'crunchy', 'enough', 'something', 'bbq', 'flavor', 'uninspired', 'whole', 'concept', 'confuse']","['typically', 'huge', 'fan', 'bbq', 'flavor', 'thing', 'actual', 'bbq', 'disappointed', 'surprise', 'flavor', 'pretty', 'bad']","['change', 'texture', 'crispy', 'change', 'flavor', 'less', 'faux', 'bbq', 'something', 'interesting']",-0.828,-0.6808,0.4576
BBQ - Test 14,2,The texture is fine but there's not much else I enjoy about it.,1,I was prepared to dislike these bars based on the BBQ flavor alone. I did not think I would like these bars because I'm not a huge fan of BBQ flavored food (other than actual BBQ). These were even worse than I imagined though because of the extreme nut flavor to this bar.,Definitely tone down the peanut flavor. It is extreme in this bar compared to the others.,"['texture', 'fine', 'there', 'much', 'else', 'enjoy']","['prepared', 'dislike', 'bar', 'base', 'bbq', 'flavor', 'alone', 'think', 'would', 'like', 'bar', 'im', 'huge', 'fan', 'bbq', 'flavor', 'food', 'actual', 'bbq', 'even', 'worse', 'imagined', 'though', 'extreme', 'nut', 'flavor', 'bar']","['definitely', 'tone', 'peanut', 'flavor', 'extreme', 'bar', 'compare', 'others']",-0.4664,-0.87,0.4019
BBQ - Control (Texas BBQ),9,It's a perfect blend between sweet and salty.,5,I freaking loooovvveee it!!! I can't wait to buy,nothing,"['perfect', 'blend', 'sweet', 'salty']","['freak', 'loooovvveee', 'cant', 'wait', 'buy']",['nothing'],0.7717,-0.5684,0
BBQ - Test 13,8,I love BBQ favor. It's bold and it's different from any bar I've had.,5,I honestly didn't think I would enjoy it in that form of a snack but it was yummy.,nothing. I thoroughly enjoyed it.,"['love', 'bbq', 'favor', 'bold', 'different', 'bar', 'ive']","['honestly', 'didnt', 'think', 'would', 'enjoy', 'form', 'snack', 'yummy']","['nothing', 'thoroughly', 'enjoy']",0.8591,0.699,-0.4439
BBQ - Test 14,3,I didn't enjoy the flavors.,2,The flavor didn't meet the other bars.,The flavors could be better.,"['didnt', 'enjoy', 'flavor']","['flavor', 'didnt', 'meet', 'bar']","['flavor', 'could', 'better']",-0.3875,0,0.4404
BBQ - Control (Texas BBQ),8,I like that it was little bit sweet and savory. It also tasted healthy and just had a slight bbq taste.,4,"I wasn't sure what a savory bbq bar would taste like. However, it was pretty good!",I would make it thicker.,"['like', 'little', 'bit', 'sweet', 'savory', 'also', 'taste', 'healthy', 'slight', 'bbq', 'taste']","['wasnt', 'sure', 'savory', 'bbq', 'bar', 'would', 'taste', 'like', 'however', 'pretty', 'good']","['would', 'make', 'thicker']",0.7859,0.7864,0
BBQ - Test 13,8,It had a good smoky bbq flavor and the crunch of the bar.,4,I wasn't sure how well I would like a savory bar but it hit all of the flavor profiles I hoped it would.,I would make it thicker.,"['good', 'smoky', 'bbq', 'flavor', 'crunch', 'bar']","['wasnt', 'sure', 'well', 'would', 'like', 'savory', 'bar', 'hit', 'flavor', 'profile', 'hop', 'would']","['would', 'make', 'thicker']",0.4404,0.5043,0
BBQ - Test 14,7,I thought this one had more seeds than the others and a good barbecue flavor.,4,I wasnt sure how well barbecue would fit in with the savory and sweet mix but I thought it was great. It met and exceeded my expectations.,I would make the product a bit thicker.,"['think', 'one', 'seed', 'others', 'good', 'barbecue', 'flavor']","['wasn\x92t', 'sure', 'well', 'barbecue', 'would', 'fit', 'savory', 'sweet', 'mix', 'think', 'great', 'met', 'exceed', 'expectation']","['would', 'make', 'product', 'bit', 'thicker']",0.4404,0.891,0
BBQ - Control (Texas BBQ),6,I like that I can see all the ingredients,2,Its lacking the BBQ flavor its more of a nutty flavor,Add more smoky bbq flavor and make it not so hard to bite into,"['like', 'see', 'ingredient']","['lack', 'bbq', 'flavor', 'nutty', 'flavor']","['add', 'smoky', 'bbq', 'flavor', 'make', 'hard', 'bite']",0.3612,0,0.1633
BBQ - Test 13,7,I like that I can see all the ingredients it smells appetizing I like the saltiness and there is a hint of sweetness,3,It fits the description nothing fantastic or terrible its a good bar,It is way too hard to bite into and needs more smokey flavor,"['like', 'see', 'ingredient', 'smell', 'appetizing', 'like', 'saltiness', 'hint', 'sweetness']","['fit', 'description', 'nothing', 'fantastic', 'terrible', 'good', 'bar']","['way', 'hard', 'bite', 'need', 'smokey', 'flavor']",0.802,0.3674,-0.1027
BBQ - Test 14,6,I like the crunch and different textures and the hint of BBQ,3,ITs only a hint of BBQ I would add more flavor,I would add more smokiness and BBQ,"['like', 'crunch', 'different', 'texture', 'hint', 'bbq']","['hint', 'bbq', 'would', 'add', 'flavor']","['would', 'add', 'smokiness', 'bbq']",0.3612,0,0
BBQ - Control (Texas BBQ),3,There is a bit of a better bbq taste in it. I like the sweet and sour taste as well,2,I was expecting a better product that made me want to eat more- somehow this doesn't blend well together and i cant see myself eating it again,the taste just doesnt seem to blend together well enough to make it something worth buying.,"['bit', 'well', 'bbq', 'taste', 'like', 'sweet', 'sour', 'taste', 'well']","['expect', 'good', 'product', 'make', 'want', 'eat', 'somehow', 'doesnt', 'blend', 'well', 'together', 'cant', 'see', 'eat']","['taste', 'doesnt', 'seem', 'blend', 'together', 'well', 'enough', 'make', 'something', 'worth', 'buying']",0.8591,0.3369,0.4588
BBQ - Test 13,2,"Its difficult to tell what the taste is. And it doesn't come across in a positive way. It also had an odd texture compared to other Nature Valley bars I have eaten in the past, along with a weird aftertaste.  I had a frown on my face while eating it :(",1,I was expecting a sweet honey bbq flavor kind of taste. I didn't taste anything sweet or good in it.,"I thought BBQ flavor would taste good, but it doesn't seem to go well with the bar. Not sure how you can improve this..sorry to say.","['difficult', 'tell', 'taste', 'doesnt', 'come', 'across', 'positive', 'way', 'also', 'odd', 'texture', 'compare', 'nature', 'valley', 'bar', 'eat', 'past', 'along', 'weird', 'aftertaste', 'frown', 'face', 'eat']","['expect', 'sweet', 'honey', 'bbq', 'flavor', 'kind', 'taste', 'didnt', 'taste', 'anything', 'sweet', 'good']","['think', 'bbq', 'flavor', 'would', 'taste', 'good', 'doesnt', 'seem', 'go', 'well', 'bar', 'sure', 'improve', 'thissorry', 'say']",-0.5859,0.836,0.719
BBQ - Test 14,4,"its got a good sweet sour balance. Other than that, not much else",2,The taste just doesnt go well together.,its got a salty after taste. Also has a smokey taste that tastes artificial. also a bit to hard,"['get', 'good', 'sweet', 'sour', 'balance', 'much', 'else']","['taste', 'doesnt', 'go', 'well', 'together']","['get', 'salty', 'taste', 'also', 'smokey', 'taste', 'taste', 'artificial', 'also', 'bit', 'hard']",0.7096,-0.2057,-0.1027
BBQ - Control (Texas BBQ),7,The appearance of the color looks like how BBQ should kind of orangy and tangy looking,4,I pictured it to look less BBQ flavored like the last sample,Nothing I can think of yet,"['appearance', 'color', 'look', 'like', 'bbq', 'kind', 'orangy', 'tangy', 'look']","['picture', 'look', 'less', 'bbq', 'flavor', 'like', 'last', 'sample']","['nothing', 'think', 'yet']",0.3612,0.3041,0
BBQ - Test 13,6,It has a BBQ flavor but slightly too light for me I like bold BBQ taste,4,I wasn't sure how bbq nature Valley would taste i pictured something gross to be honest,Stronger BBQ taste for sure,"['bbq', 'flavor', 'slightly', 'light', 'like', 'bold', 'bbq', 'taste']","['wasnt', 'sure', 'bbq', 'nature', 'valley', 'would', 'taste', 'pictured', 'something', 'gross', 'honest']","['strong', 'bbq', 'taste', 'sure']",0.7684,-0.193,0.5994
BBQ - Test 14,9,The look is exactly what I would picture a BBQ bar to look like,5,I love the flavor it is subtle but still leaves a nice BBQ after taste which surprises me because I wanted bold flavor,Nothing as far as appearance,"['look', 'exactly', 'would', 'picture', 'bbq', 'bar', 'look', 'like']","['love', 'flavor', 'subtle', 'still', 'leave', 'nice', 'bbq', 'taste', 'surprise', 'want', 'bold', 'flavor']","['nothing', 'far', 'appearance']",0.3612,0.9011,0
BBQ - Control (Texas BBQ),6,The crunch.  It's less orange as 623.  I like that it's not overly nutty.,3,I kinds of expected it to be on the sweeter side since most of the bars are sweet.,"It's a little sweet for me.  623 wasn't as sweet, if I am eating something savory I want more of the savory and less of the sweet.","['crunch', 'le', 'orange', '623', 'like', 'overly', 'nutty']","['kind', 'expect', 'sweet', 'side', 'since', 'bar', 'sweet']","['little', 'sweet', '623', 'wasnt', 'sweet', 'eat', 'something', 'savory', 'want', 'savory', 'less', 'sweet']",0.3612,0.4588,0.8137
